firm_id,source_cohort,website_url,fetch_ok,fetch_detail,tier,has_product_catalog,has_order_cart,payment_methods,social_link_count,marketplace_link_count,website_language,confidence,abstain,decision,model_id,evidence
0312585026,frame_pilot,https://haiminh.com.vn,True,ok,1,True,True,,4,0,vi,1.0,False,rules,,"[{""kind"": ""cart_keyword"", ""detail"": ""cart""}, {""kind"": ""social_href"", ""detail"": ""youtube:https://youtu.be/PxTynpneKFI""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/profile.php?id=100090730277865&locale=vi_VN""}, {""kind"": ""social_href"", ""detail"": ""youtube:https://youtu.be/BkOuDaXicQg""}, {""kind"": ""social_href"", ""detail"": ""zalo:https://zalo.me/""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0312585026,frame_pilot,https://haiminh.com.vn,True,ok,2,,,,0,0,,0.1667,False,ok,qwen3:8b,
0312761024,frame_pilot,https://thuongmaidichvu.com.vn,True,ok,1,True,False,,1,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""social_href"", ""detail"": ""zalo:https://zalo.me/0983551110""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0312761024,frame_pilot,https://thuongmaidichvu.com.vn,True,ok,2,,,,0,0,,0.25,False,ok,qwen3:8b,
0313063960,frame_pilot,https://ducthinh.com,True,ok,1,True,True,,3,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""đặt hàng""}, {""kind"": ""social_href"", ""detail"": ""x:https://x.com""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://facebook.com""}, {""kind"": ""social_href"", ""detail"": ""instagram:https://Instagram.com""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0313063960,frame_pilot,https://ducthinh.com,True,ok,2,,,,0,0,,0.625,False,ok,qwen3:8b,
0313124451,frame_pilot,https://chebienthucpham.com,True,ok,1,True,True,,6,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""cart""}, {""kind"": ""social_href"", ""detail"": ""youtube:http://youtube.com/watch?v=vDYZxWNDm4k""}, {""kind"": ""social_href"", ""detail"": ""youtube:http://youtube.com/watch?v=cf2SepLuKNg""}, {""kind"": ""social_href"", ""detail"": ""youtube:http://youtube.com/watch?v=r9U7YtlV8u4""}, {""kind"": ""social_href"", ""detail"": ""youtube:http://youtube.com/watch?v=YKzeSwjcqKM""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/vinhphattech""}, {""kind"": ""social_href"", ""detail"": ""zalo:https://chat.zalo.me/?phone=0902886779""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0313124451,frame_pilot,https://chebienthucpham.com,True,ok,2,,,,0,0,,0.3333,False,ok,qwen3:8b,
0313190687,frame_pilot,https://phamhuong.vn,True,ok,1,True,True,,4,1,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""cart""}, {""kind"": ""cart_href"", ""detail"": ""https://phamhuong.vn/gio-hang""}, {""kind"": ""social_href"", ""detail"": ""zalo:https://zalo.me/0973466836""}, {""kind"": ""cart_href"", ""detail"": ""https://phamhuong.vn/chinh-sach-thanh-toan""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/TiemduongsinhPhamHuong""}, {""kind"": ""marketplace_href"", ""detail"": ""tiktok:https://www.tiktok.com/@tiem_duongsinhnkdnd""}, {""kind"": ""social_href"", ""detail"": ""instagram:https://www.instagram.com/tiemduongsinhnkdnd""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/Chinaair.noidiatrung""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0313190687,frame_pilot,https://phamhuong.vn,True,ok,2,,,,0,0,,0.5,False,ok,qwen3:8b,
0313271921,frame_pilot,https://tfoods.com,False,error:ConnectError:[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1032),,,,,,,,0.0,True,skip,,
0313331056-002,frame_pilot,https://c-c.com,False,error:ConnectError:[Errno 61] Connection refused,,,,,,,,0.0,True,skip,,
0313344351,frame_pilot,https://anha.vn,True,ok_sparse_text,1,False,False,,0,0,unknown,1.0,False,rules,,"[{""kind"": ""language_hint"", ""detail"": ""unknown""}]"
0313344351,frame_pilot,https://anha.vn,True,ok_sparse_text,2,,,,0,0,,0.1667,False,ok,qwen3:8b,
0313417673-001,frame_pilot,https://ducnhan.com.vn,False,error:ConnectError:[Errno 54] Connection reset by peer,,,,,,,,0.0,True,skip,,
0313561109,frame_pilot,https://thanhtuan.com,True,ok_sparse_text,1,False,False,,0,0,unknown,1.0,False,rules,,"[{""kind"": ""language_hint"", ""detail"": ""unknown""}]"
0313561109,frame_pilot,https://thanhtuan.com,True,ok_sparse_text,2,,,,0,0,,0.0,True,abstain,,
0313781344-001,frame_pilot,https://so01.com,False,"error:ConnectError:[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'so01.com'. (_ssl.c:1032)",,,,,,,,0.0,True,skip,,
0314254855,frame_pilot,https://toancau.com.vn,False,error:ConnectError:[Errno 61] Connection refused,,,,,,,,0.0,True,skip,,
0314342318-001,frame_pilot,https://hungphat.com.vn,True,ok,1,True,True,,2,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""giỏ hàng""}, {""kind"": ""cart_href"", ""detail"": ""/cart""}, {""kind"": ""cart_href"", ""detail"": ""/cart""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/hungphat.giangiaocoppha""}, {""kind"": ""social_href"", ""detail"": ""youtube:https://www.youtube.com/HungPhattv""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0314342318-001,frame_pilot,https://hungphat.com.vn,True,ok,2,,,,0,0,,0.65,False,ok,qwen3:8b,
0314408336,frame_pilot,https://thuylinh.com.vn,False,error:ConnectTimeout:timed out,,,,,,,,0.0,True,skip,,
0314447286,frame_pilot,https://cuongphat.com.vn,True,ok,1,True,True,,3,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""giỏ hàng""}, {""kind"": ""cart_href"", ""detail"": ""https://cuongphat.com.vn/gio-hang/""}, {""kind"": ""cart_href"", ""detail"": ""https://cuongphat.com.vn/gio-hang/""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/cuongphatnhasang""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/tongkhocuongphat""}, {""kind"": ""social_href"", ""detail"": ""zalo:https://zalo.me/0966658962""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0314447286,frame_pilot,https://cuongphat.com.vn,True,ok,2,True,True,,0,0,vi,0.5,False,ok,qwen3:8b,
0314491831-001,frame_pilot,https://sanxuat.com.vn,True,ok,1,True,True,,1,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""giỏ hàng""}, {""kind"": ""cart_href"", ""detail"": ""https://cokhihkt.com/gio-hang/""}, {""kind"": ""cart_href"", ""detail"": ""https://cokhihkt.com/gio-hang/""}, {""kind"": ""social_href"", ""detail"": ""zalo:https://zalo.me/0822791791""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0314491831-001,frame_pilot,https://sanxuat.com.vn,True,ok,2,,,,0,0,,0.5,False,ok,qwen3:8b,
0314558317,frame_pilot,https://pho-vietz.com,True,ok,1,False,False,,0,0,unknown,1.0,False,rules,,"[{""kind"": ""language_hint"", ""detail"": ""unknown""}]"
0314558317,frame_pilot,https://pho-vietz.com,True,ok,2,,,,0,0,,0.1667,False,ok,qwen3:8b,
0314581700-001,frame_pilot,https://thanhtrung.vn,True,ok,1,True,True,,0,0,mixed,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""product""}, {""kind"": ""cart_keyword"", ""detail"": ""cart""}, {""kind"": ""language_hint"", ""detail"": ""mixed""}]"
0314581700-001,frame_pilot,https://thanhtrung.vn,True,ok,2,,,,0,0,,0.3333,False,ok,qwen3:8b,
0314737813,frame_pilot,https://saigon.com.vn,False,"error:ConnectError:[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'saigon.com.vn'. (_ssl.c:1032)",,,,,,,,0.0,True,skip,,
0316206222,frame_pilot,https://thienvu.com,True,ok_sparse_text,1,False,False,,0,0,unknown,1.0,False,rules,,"[{""kind"": ""language_hint"", ""detail"": ""unknown""}]"
0316206222,frame_pilot,https://thienvu.com,True,ok_sparse_text,2,,,,0,0,,0.1667,False,ok,qwen3:8b,
0318193000,frame_pilot,https://lugia.com.vn,True,ok,1,True,True,cod,1,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""đặt hàng""}, {""kind"": ""payment_marker"", ""detail"": ""cod:cod""}, {""kind"": ""cart_href"", ""detail"": ""ho-tro/van-chuyen-thanh-toan""}, {""kind"": ""cart_href"", ""detail"": ""ho-tro/van-chuyen-thanh-toan""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/profile.php?id=100085464225868""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0318193000,frame_pilot,https://lugia.com.vn,True,ok,2,,,,0,0,,0.7,False,ok,qwen3:8b,
0319541807,frame_pilot,https://meatplanet.com,True,ok,1,True,True,,0,0,en,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""product""}, {""kind"": ""cart_keyword"", ""detail"": ""cart""}, {""kind"": ""language_hint"", ""detail"": ""en""}]"
0319541807,frame_pilot,https://meatplanet.com,True,ok,2,,,,0,0,,0.45,False,ok,qwen3:8b,
0319606525,frame_pilot,https://hungvn.com,True,ok,1,False,False,,2,0,mixed,1.0,False,rules,,"[{""kind"": ""social_href"", ""detail"": ""linkedin:https://www.linkedin.com/in/nthung2112/""}, {""kind"": ""social_href"", ""detail"": ""x:https://x.com/nthung2112""}, {""kind"": ""language_hint"", ""detail"": ""mixed""}]"
0319606525,frame_pilot,https://hungvn.com,True,ok,2,,,,0,0,,0.1667,False,ok,qwen3:8b,
0401903802,frame_pilot,https://transon.com.vn,True,ok_sparse_text,1,False,False,,0,0,unknown,1.0,False,rules,,"[{""kind"": ""language_hint"", ""detail"": ""unknown""}]"
0401903802,frame_pilot,https://transon.com.vn,True,ok_sparse_text,2,,,,0,0,,0.0,True,abstain,,
0500414601,frame_pilot,https://minhhien.com.vn,True,ok,1,True,False,,6,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/andinagency""}, {""kind"": ""social_href"", ""detail"": ""linkedin:https://www.linkedin.com/in/andin-jsc/""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/""}, {""kind"": ""social_href"", ""detail"": ""linkedin:https://www.linkedin.com/""}, {""kind"": ""social_href"", ""detail"": ""instagram:https://www.instagram.com/""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/andinjsc.thietkewebsitetrongoi""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0500414601,frame_pilot,https://minhhien.com.vn,True,ok,2,,,,0,0,,0.3333,False,ok,qwen3:8b,
0601171842,frame_pilot,https://biendong.com.vn,True,ok,1,True,True,,0,0,vi,1.0,False,rules,,"[{""kind"": ""cart_keyword"", ""detail"": ""cart""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0601171842,frame_pilot,https://biendong.com.vn,True,ok,2,,,,0,0,,0.25,False,ok,qwen3:8b,
0801138923,frame_pilot,https://p-t.com,True,ok,1,False,False,,0,0,en,1.0,False,rules,,"[{""kind"": ""language_hint"", ""detail"": ""en""}]"
0801138923,frame_pilot,https://p-t.com,True,ok,2,,,,0,0,,0.1667,False,ok,qwen3:8b,
0900936095,frame_pilot,https://anchau.com.vn,False,error:ConnectTimeout:timed out,,,,,,,,0.0,True,skip,,
1001278377-002,frame_pilot,https://hanoi.com,False,error:ConnectError:[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032),,,,,,,,0.0,True,skip,,
1100618948-003,frame_pilot,https://tiengiang.com.vn,False,error:ConnectTimeout:timed out,,,,,,,,0.0,True,skip,,
1101797552-001,frame_pilot,https://mybinh.com.vn,True,ok,1,True,True,,4,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""giỏ hàng""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/mybinhcompany""}, {""kind"": ""social_href"", ""detail"": ""youtube:https://www.youtube.com/channel/UCub0VFVR7tGYuZJ0oxK1mnA""}, {""kind"": ""social_href"", ""detail"": ""linkedin:https://www.linkedin.com/in/camryn-ho-479756186/""}, {""kind"": ""cart_href"", ""detail"": ""https://mybinh.com.vn/cart""}, {""kind"": ""cart_href"", ""detail"": ""https://mybinh.com.vn/cart""}, {""kind"": ""cart_href"", ""detail"": ""https://mybinh.com.vn/cart""}, {""kind"": ""social_href"", ""detail"": ""zalo:https://zalo.me/0911383533""}, {""kind"": ""cart_href"", ""detail"": ""https://mybinh.com.vn/cart""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
1101797552-001,frame_pilot,https://mybinh.com.vn,True,ok,2,,,,0,0,,0.5,False,ok,qwen3:8b,
1101827447,frame_pilot,https://khanhha.vn,True,ok,1,False,False,,0,0,vi,1.0,False,rules,,"[{""kind"": ""language_hint"", ""detail"": ""vi""}]"
1101827447,frame_pilot,https://khanhha.vn,True,ok,2,,,,0,0,,0.25,False,ok,qwen3:8b,
1101944221,frame_pilot,https://f-g.com,False,http_fail status=403,,,,,,,,0.0,True,skip,,
1201006412,frame_pilot,https://hoanganh.com.vn,True,ok,1,True,False,,3,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/www.hoanganh.com.vn/""}, {""kind"": ""social_href"", ""detail"": ""youtube:https://www.youtube.com/channel/UCwI4Gx3S2ZXJAvvsfqCPOwg""}, {""kind"": ""social_href"", ""detail"": ""linkedin:https://www.linkedin.com/company/ho%C3%A0ng-anh-flavors-&-food-ingredients/""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
1201006412,frame_pilot,https://hoanganh.com.vn,True,ok,2,,,,0,0,,0.4333,False,ok,qwen3:8b,
1301009826,frame_pilot,https://thuydung.com,True,ok_sparse_text,1,False,False,,0,0,unknown,1.0,False,rules,,"[{""kind"": ""language_hint"", ""detail"": ""unknown""}]"
1301009826,frame_pilot,https://thuydung.com,True,ok_sparse_text,2,,,,0,0,,0.0,True,abstain,,
1700557567,frame_pilot,https://rachgiatech.com,True,ok,1,True,True,cod,0,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""giỏ hàng""}, {""kind"": ""payment_marker"", ""detail"": ""cod:thanh toán khi nhận""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
1700557567,frame_pilot,https://rachgiatech.com,True,ok,2,,,,0,0,,0.75,False,ok,qwen3:8b,
1702036506,frame_pilot,https://dongphuquoc.vn,True,ok,1,True,True,cod,0,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""giỏ hàng""}, {""kind"": ""payment_marker"", ""detail"": ""cod:cod""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
1702036506,frame_pilot,https://dongphuquoc.vn,True,ok,2,,,,0,0,,0.5833,False,ok,qwen3:8b,
1702099658,frame_pilot,https://nhuy.com.vn,True,ok,1,True,True,,0,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""giỏ hàng""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
1702099658,frame_pilot,https://nhuy.com.vn,True,ok,2,,,,0,0,,0.5583,False,ok,qwen3:8b,
1801168888,frame_pilot,https://ngocxuan.com,False,error:ConnectError:[Errno 61] Connection refused,,,,,,,,0.0,True,skip,,
1801488750,frame_pilot,https://giaiphong.com.vn,True,ok,1,False,False,,0,0,vi,1.0,False,rules,,"[{""kind"": ""language_hint"", ""detail"": ""vi""}]"
1801488750,frame_pilot,https://giaiphong.com.vn,True,ok,2,,,,0,0,,0.3833,False,ok,qwen3:8b,
2200510900,frame_pilot,https://luongtran.com,True,ok_sparse_text,1,False,False,,0,0,unknown,1.0,False,rules,,"[{""kind"": ""language_hint"", ""detail"": ""unknown""}]"
2200510900,frame_pilot,https://luongtran.com,True,ok_sparse_text,2,,,,0,0,,0.0,True,abstain,,
0102997947,frame_pilot,https://hanoi.com,False,error:ConnectError:[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032),,,,,,,,0.0,True,skip,,
0105252117,frame_pilot,https://minhphat.com.vn,False,http_fail status=403,,,,,,,,0.0,True,skip,,
0105494187,frame_pilot,https://giaiphong.com.vn,True,ok,1,False,False,,0,0,vi,1.0,False,rules,,"[{""kind"": ""language_hint"", ""detail"": ""vi""}]"
0105494187,frame_pilot,https://giaiphong.com.vn,True,ok,2,,,,0,0,,0.3833,False,ok,qwen3:8b,
0106459280,frame_pilot,https://kimlong.vn,True,ok,1,True,True,,7,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""giỏ hàng""}, {""kind"": ""cart_href"", ""detail"": ""/cart""}, {""kind"": ""cart_href"", ""detail"": ""/checkout""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/Web.Kimlong.vn/""}, {""kind"": ""social_href"", ""detail"": ""x:https://twitter.com/""}, {""kind"": ""social_href"", ""detail"": ""youtube:https://www.youtube.com/channel/UCiEZ8rizQZOjQqToZaajf5A/videos""}, {""kind"": ""social_href"", ""detail"": ""instagram:https://www.instagram.com/""}, {""kind"": ""cart_href"", ""detail"": ""/cart""}, {""kind"": ""cart_href"", ""detail"": ""/chinh-sach-thanh-toan""}, {""kind"": ""social_href"", ""detail"": ""zalo:http://zalo.me/0907 550 179""}, {""kind"": ""cart_href"", ""detail"": ""/cart""}, {""kind"": ""cart_href"", ""detail"": ""/checkout""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/Web.Kimlong.vn""}, {""kind"": ""social_href"", ""detail"": ""zalo:https://zalo.me/0907550179""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0106459280,frame_pilot,https://kimlong.vn,True,ok,2,,,,0,0,,0.5833,False,ok,qwen3:8b,
0106511406,frame_pilot,https://hanoi.com,False,error:ConnectError:[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032),,,,,,,,0.0,True,skip,,
0106667354,frame_pilot,https://minhthanh.com.vn,False,error:ConnectError:[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate (_ssl.c:1032),,,,,,,,0.0,True,skip,,
0106908257,frame_pilot,https://sangtao.com.vn,True,ok,1,False,False,,0,0,vi,1.0,False,rules,,"[{""kind"": ""language_hint"", ""detail"": ""vi""}]"
0106908257,frame_pilot,https://sangtao.com.vn,True,ok,2,,,,0,0,,0.3833,False,ok,qwen3:8b,
0106939946,frame_pilot,https://qua365.vn,True,ok,1,False,False,,0,0,en,1.0,False,rules,,"[{""kind"": ""language_hint"", ""detail"": ""en""}]"
0106939946,frame_pilot,https://qua365.vn,True,ok,2,,,,0,0,,0.1667,False,ok,qwen3:8b,
0107600881,frame_pilot,https://susao.com,True,ok,1,True,True,,0,0,en,1.0,False,rules,,"[{""kind"": ""cart_keyword"", ""detail"": ""cart""}, {""kind"": ""language_hint"", ""detail"": ""en""}]"
0107600881,frame_pilot,https://susao.com,True,ok,2,,,,0,0,,0.1667,False,ok,qwen3:8b,
0107691977,frame_pilot,https://kimcuong.com.vn,False,error:ConnectTimeout:timed out,,,,,,,,0.0,True,skip,,
0107752475,frame_pilot,https://huyentrang.com.vn,True,ok,1,True,True,,0,0,vi,1.0,False,rules,,"[{""kind"": ""cart_keyword"", ""detail"": ""cart""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0107752475,frame_pilot,https://huyentrang.com.vn,True,ok,2,,,,0,0,,0.7417,False,ok,qwen3:8b,
0108501682,frame_pilot,https://hungphat.com.vn,True,ok,1,True,True,,2,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""giỏ hàng""}, {""kind"": ""cart_href"", ""detail"": ""/cart""}, {""kind"": ""cart_href"", ""detail"": ""/cart""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/hungphat.giangiaocoppha""}, {""kind"": ""social_href"", ""detail"": ""youtube:https://www.youtube.com/HungPhattv""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0108501682,frame_pilot,https://hungphat.com.vn,True,ok,2,,,,0,0,,0.65,False,ok,qwen3:8b,
0108506747,frame_pilot,https://thienma.com,True,ok,1,False,False,,0,0,en,1.0,False,rules,,"[{""kind"": ""language_hint"", ""detail"": ""en""}]"
0108506747,frame_pilot,https://thienma.com,True,ok,2,,,,0,0,,0.1333,False,ok,qwen3:8b,
0108694240,frame_pilot,https://hathanh.vn,False,http_fail status=500,,,,,,,,0.0,True,skip,,
0110454750,frame_pilot,https://dinhvu.com.vn,True,ok,1,True,True,,4,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""cart""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/sharer.php?u=https://dinhvu.com.vn/""}, {""kind"": ""social_href"", ""detail"": ""x:https://twitter.com/share?url=https://dinhvu.com.vn/""}, {""kind"": ""social_href"", ""detail"": ""linkedin:https://www.linkedin.com/shareArticle?mini=true&url=https://dinhvu.com.vn/&title=Trang%20ch%E1%BB%A7""}, {""kind"": ""social_href"", ""detail"": ""zalo:http://zalo.me/0918649669""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0110454750,frame_pilot,https://dinhvu.com.vn,True,ok,2,,,,0,0,,0.7417,False,ok,qwen3:8b,
0200835599,frame_pilot,https://haiphong.com.vn,False,"error:ConnectError:[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'haiphong.com.vn'. (_ssl.c:1032)",,,,,,,,0.0,True,skip,,
0200835599-001,frame_pilot,https://nghean.com,True,ok_sparse_text,1,False,False,,0,0,en,1.0,False,rules,,"[{""kind"": ""language_hint"", ""detail"": ""en""}]"
0200835599-001,frame_pilot,https://nghean.com,True,ok_sparse_text,2,,,,0,0,,0.1667,False,ok,qwen3:8b,
0201133137,frame_pilot,https://datphat.vn,True,ok,1,False,False,,0,0,vi,1.0,False,rules,,"[{""kind"": ""language_hint"", ""detail"": ""vi""}]"
0201133137,frame_pilot,https://datphat.vn,True,ok,2,,,,0,0,,0.1667,False,ok,qwen3:8b,
0309875328-001,frame_pilot,https://binhduong.com.vn,False,error:ConnectError:[Errno 61] Connection refused,,,,,,,,0.0,True,skip,,
0310188640,frame_pilot,https://thanghoang.com,True,ok,1,True,True,,4,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""product""}, {""kind"": ""cart_keyword"", ""detail"": ""cart""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/hoangthangvibay""}, {""kind"": ""social_href"", ""detail"": ""instagram:https://www.instagram.com/hoangthang59""}, {""kind"": ""social_href"", ""detail"": ""youtube:https://www.youtube.com/@hoangthangvibay""}, {""kind"": ""social_href"", ""detail"": ""youtube:https://www.youtube.com/watch?v=0lgIf0RmPGk&t=64s""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0310188640,frame_pilot,https://thanghoang.com,True,ok,2,,,,0,0,,0.3167,False,ok,qwen3:8b,
0310258834-001,frame_pilot,https://tanvan.vn,False,error:ConnectError:[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1032),,,,,,,,0.0,True,skip,,
0311589797-002,frame_pilot,https://dongnai.com.vn,False,error:ConnectError:[Errno 61] Connection refused,,,,,,,,0.0,True,skip,,
0311696460,frame_pilot,https://toancau.com.vn,False,error:ConnectError:[Errno 61] Connection refused,,,,,,,,0.0,True,skip,,
0311877065,frame_pilot,https://phuocanh.com.vn,True,ok,1,True,True,,1,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""cart""}, {""kind"": ""cart_href"", ""detail"": ""https://phuocanh.com.vn/gio-hang""}, {""kind"": ""social_href"", ""detail"": ""zalo:https://zalo.me/0964079944""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0311877065,frame_pilot,https://phuocanh.com.vn,True,ok,2,,,,0,0,,0.55,False,ok,qwen3:8b,
0311961327,frame_pilot,https://hungcuong.com.vn,True,ok,1,True,True,,2,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""thanh toán""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/VLXD-S%E1%BA%AFt-th%C3%A9p-H%C3%B9ng-C%C6%B0%E1%BB%9Dng-1479141895523396/""}, {""kind"": ""social_href"", ""detail"": ""zalo:http://business.zalo.me/""}, {""kind"": ""cart_href"", ""detail"": ""/gioi-thieu/hinh-thuc-thanh-toan-123.html""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0311961327,frame_pilot,https://hungcuong.com.vn,True,ok,2,True,,,0,0,vi,0.3333,False,ok,qwen3:8b,
0311961327-001,frame_pilot,https://hungcuong.com.vn,True,ok,1,True,True,,2,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""thanh toán""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/VLXD-S%E1%BA%AFt-th%C3%A9p-H%C3%B9ng-C%C6%B0%E1%BB%9Dng-1479141895523396/""}, {""kind"": ""social_href"", ""detail"": ""zalo:http://business.zalo.me/""}, {""kind"": ""cart_href"", ""detail"": ""/gioi-thieu/hinh-thuc-thanh-toan-123.html""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0311961327-001,frame_pilot,https://hungcuong.com.vn,True,ok,2,True,,,0,0,vi,0.3333,False,ok,qwen3:8b,
0312194671,frame_pilot,https://hoangdao.com.vn,False,error:ConnectTimeout:timed out,,,,,,,,0.0,True,skip,,
