firm_id,field,kind,tier1_value,tier2_value,tier2_abstain,note,evidence
0308808103-001,social_links,abstain,[],[],True,Không có liên kết mạng xã hội,
0308808103-001,marketplace_links,abstain,[],[],True,Không có thông tin về gian hàng sàn,
0308808103-001,website_language,agree,vi,,False,unknown_compatible,
0309129626-001,has_product_catalog,abstain,True,,True,tier2_null_value,
0309129626-001,has_order_cart,abstain,True,,True,tier2_null_value,
0309129626-001,payment_methods,agree,[],[],False,,
0309129626-001,social_links,conflict,"[{'platform': 'facebook', 'url': 'https://www.facebook.com/hungphat.giangiaocoppha'}, {'platform': 'youtube', 'url': 'https://www.youtube.com/HungPhattv'}]",[],False,presence_mismatch,
0309129626-001,marketplace_links,agree,[],[],False,,
0309129626-001,website_language,agree,vi,,False,unknown_compatible,
0309438342-001,has_product_catalog,abstain,True,,True,tier2_null_value,
0309438342-001,has_order_cart,abstain,False,,True,"Không có thông tin về giỏ hàng, đặt hàng, checkout, hoặc mua ngay trên trang.",
0309438342-001,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
0309438342-001,social_links,abstain,[],[],True,Không có liên kết mạng xã hội.,
0309438342-001,marketplace_links,abstain,[],[],True,Không có liên kết đến gian hàng trên sàn.,
0309438342-001,website_language,agree,vi,,False,unknown_compatible,
0310294688,has_product_catalog,abstain,True,,True,tier2_null_value,
0310294688,has_order_cart,abstain,True,,True,tier2_null_value,
0310294688,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán trên trang.,
0310294688,social_links,abstain,"[{'platform': 'zalo', 'url': 'https://zalo.me/'}]",[],True,Không có liên kết mạng xã hội trong nội dung trang.,
0310294688,marketplace_links,abstain,[],[],True,Không có thông tin về gian hàng trên sàn thương mại điện tử.,
0310294688,website_language,agree,vi,,False,unknown_compatible,
0310650135,*,skip,,,True,fetch_failed_or_no_tier1,
0312448164,has_product_catalog,abstain,False,,True,Không có thông tin về danh mục sản phẩm,
0312448164,has_order_cart,abstain,False,,True,Không có thông tin về giỏ hàng hoặc checkout,
0312448164,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán,
0312448164,social_links,abstain,[],[],True,Không có liên kết mạng xã hội,
0312448164,marketplace_links,abstain,[],[],True,Không có thông tin về gian hàng sàn,
0312448164,website_language,agree,vi,,False,unknown_compatible,
0312585026,has_product_catalog,abstain,True,,True,Không có thông tin về danh mục sản phẩm.,
0312585026,has_order_cart,abstain,True,,True,Không có thông tin về giỏ hàng hoặc đặt hàng.,
0312585026,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
0312585026,social_links,abstain,"[{'platform': 'youtube', 'url': 'https://youtu.be/PxTynpneKFI'}, {'platform': 'facebook', 'url': 'https://www.facebook.com/profile.php?id=100090730277865&locale=vi_VN'}, {'platform': 'youtube', 'url': 'https://youtu.be/BkOuDaXicQg'}, {'platform': 'zalo', 'url': 'https://zalo.me/'}]",[],True,Không có liên kết mạng xã hội.,
0312585026,marketplace_links,abstain,[],[],True,Không có thông tin về gian hàng trên sàn.,
0312585026,website_language,agree,vi,,False,unknown_compatible,
0312761024,has_product_catalog,abstain,True,,True,"Không có danh mục sản phẩm, chỉ có dịch vụ và thông tin liên hệ.",
0312761024,has_order_cart,abstain,False,,True,"Không có thông tin giỏ hàng, đặt hàng, checkout trên trang.",
0312761024,payment_methods,abstain,[],[],True,Không có thông tin phương thức thanh toán.,
0312761024,social_links,abstain,"[{'platform': 'zalo', 'url': 'https://zalo.me/0983551110'}]",[],True,Không có liên kết mạng xã hội.,
0312761024,marketplace_links,abstain,[],[],True,Không có liên kết gian hàng sàn.,
0312761024,website_language,agree,vi,,False,unknown_compatible,
0313063960,has_product_catalog,abstain,True,,True,tier2_null_value,
0313063960,has_order_cart,abstain,True,,True,tier2_null_value,
0313063960,payment_methods,agree,[],[],False,,
0313063960,social_links,conflict,"[{'platform': 'x', 'url': 'https://x.com'}, {'platform': 'facebook', 'url': 'https://facebook.com'}, {'platform': 'instagram', 'url': 'https://Instagram.com'}]",[],False,presence_mismatch,
0313063960,marketplace_links,agree,[],[],False,,
0313063960,website_language,agree,vi,,False,unknown_compatible,
0313124451,has_product_catalog,abstain,True,,True,tier2_null_value,
0313124451,has_order_cart,abstain,True,,True,"Không có thông tin về giỏ hàng, đặt hàng hoặc checkout trên trang.",
0313124451,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
0313124451,social_links,abstain,"[{'platform': 'youtube', 'url': 'http://youtube.com/watch?v=vDYZxWNDm4k'}, {'platform': 'youtube', 'url': 'http://youtube.com/watch?v=cf2SepLuKNg'}, {'platform': 'youtube', 'url': 'http://youtube.com/watch?v=r9U7YtlV8u4'}, {'platform': 'youtube', 'url': 'http://youtube.com/watch?v=YKzeSwjcqKM'}, {'platform': 'facebook', 'url': 'https://www.facebook.com/vinhphattech'}, {'platform': 'zalo', 'url': 'https://chat.zalo.me/?phone=0902886779'}]",[],True,Không có liên kết MXH rõ ràng trong văn bản.,
0313124451,marketplace_links,abstain,[],[],True,Không có liên kết đến gian hàng sàn.,
0313124451,website_language,agree,vi,,False,unknown_compatible,
0313190687,has_product_catalog,abstain,True,,True,tier2_null_value,
0313190687,has_order_cart,abstain,True,,True,tier2_null_value,
0313190687,payment_methods,agree,[],[],False,,
0313190687,social_links,abstain,"[{'platform': 'zalo', 'url': 'https://zalo.me/0973466836'}, {'platform': 'facebook', 'url': 'https://www.facebook.com/TiemduongsinhPhamHuong'}, {'platform': 'instagram', 'url': 'https://www.instagram.com/tiemduongsinhnkdnd'}, {'platform': 'facebook', 'url': 'https://www.facebook.com/Chinaair.noidiatrung'}]",[],True,Không có liên kết mạng xã hội nào được hiển thị trong văn bản.,
0313190687,marketplace_links,abstain,"[{'platform': 'tiktok', 'url': 'https://www.tiktok.com/@tiem_duongsinhnkdnd'}]",[],True,"Không có liên kết đến các sàn thương mại điện tử như Shopee, TikTok, Lazada.",
0313190687,website_language,agree,vi,,False,unknown_compatible,
0313271921,*,skip,,,True,fetch_failed_or_no_tier1,
0313331056-002,*,skip,,,True,fetch_failed_or_no_tier1,
0313344351,has_product_catalog,abstain,False,,True,Không có thông tin về danh mục sản phẩm,
0313344351,has_order_cart,abstain,False,,True,Không có thông tin về giỏ hàng hoặc checkout,
0313344351,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán,
0313344351,social_links,abstain,[],[],True,Không có liên kết mạng xã hội,
0313344351,marketplace_links,abstain,[],[],True,Không có thông tin về gian hàng sàn,
0313344351,website_language,agree,unknown,,False,unknown_compatible,
0313417673-001,*,skip,,,True,fetch_failed_or_no_tier1,
0313561109,has_product_catalog,abstain,False,,True,empty_page_text,
0313561109,has_order_cart,abstain,False,,True,empty_page_text,
0313561109,payment_methods,abstain,[],[],True,empty_page_text,
0313561109,social_links,abstain,[],[],True,empty_page_text,
0313561109,marketplace_links,abstain,[],[],True,empty_page_text,
0313561109,website_language,abstain,unknown,,True,empty_page_text,
0313781344-001,*,skip,,,True,fetch_failed_or_no_tier1,
0314254855,*,skip,,,True,fetch_failed_or_no_tier1,
0314342318-001,has_product_catalog,abstain,True,,True,tier2_null_value,
0314342318-001,has_order_cart,abstain,True,,True,tier2_null_value,
0314342318-001,payment_methods,agree,[],[],False,,
0314342318-001,social_links,conflict,"[{'platform': 'facebook', 'url': 'https://www.facebook.com/hungphat.giangiaocoppha'}, {'platform': 'youtube', 'url': 'https://www.youtube.com/HungPhattv'}]",[],False,presence_mismatch,
0314342318-001,marketplace_links,agree,[],[],False,,
0314342318-001,website_language,agree,vi,,False,unknown_compatible,
0314408336,*,skip,,,True,fetch_failed_or_no_tier1,
0314447286,has_product_catalog,agree,True,True,False,,
0314447286,has_order_cart,agree,True,True,False,,
0314447286,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán cụ thể trên trang.,
0314447286,social_links,abstain,"[{'platform': 'facebook', 'url': 'https://www.facebook.com/cuongphatnhasang'}, {'platform': 'facebook', 'url': 'https://www.facebook.com/tongkhocuongphat'}, {'platform': 'zalo', 'url': 'https://zalo.me/0966658962'}]",[],True,Không có liên kết mạng xã hội trong nội dung trang.,
0314447286,marketplace_links,abstain,[],[],True,"Không có liên kết đến gian hàng sàn như Shopee, Lazada, TikTok.",
0314447286,website_language,agree,vi,vi,False,,
0314491831-001,has_product_catalog,abstain,True,,True,tier2_null_value,
0314491831-001,has_order_cart,abstain,True,,True,tier2_null_value,
0314491831-001,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
0314491831-001,social_links,abstain,"[{'platform': 'zalo', 'url': 'https://zalo.me/0822791791'}]",[],True,Không có liên kết mạng xã hội trong nội dung.,
0314491831-001,marketplace_links,abstain,[],[],True,Không có liên kết đến các sàn thương mại điện tử.,
0314491831-001,website_language,agree,vi,,False,unknown_compatible,
0314558317,has_product_catalog,abstain,False,,True,Không có thông tin về danh mục sản phẩm,
0314558317,has_order_cart,abstain,False,,True,Không có thông tin về giỏ hàng hoặc đặt hàng,
0314558317,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán,
0314558317,social_links,abstain,[],[],True,Không có liên kết mạng xã hội,
0314558317,marketplace_links,abstain,[],[],True,Không có thông tin về gian hàng sàn,
0314558317,website_language,agree,unknown,,False,unknown_compatible,
0314581700-001,has_product_catalog,abstain,True,,True,tier2_null_value,
0314581700-001,has_order_cart,abstain,True,,True,"Không có thông tin về giỏ hàng, đặt hàng, hoặc checkout trên trang.",
0314581700-001,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
0314581700-001,social_links,abstain,[],[],True,Không có liên kết mạng xã hội trong văn bản.,
0314581700-001,marketplace_links,abstain,[],[],True,Không có thông tin về gian hàng trên sàn thương mại điện tử.,
0314581700-001,website_language,agree,mixed,,False,unknown_compatible,
0314737813,*,skip,,,True,fetch_failed_or_no_tier1,
0316206222,has_product_catalog,abstain,False,,True,Không có thông tin về danh mục sản phẩm,
0316206222,has_order_cart,abstain,False,,True,Không có thông tin về giỏ hàng hoặc đặt hàng,
0316206222,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán,
0316206222,social_links,abstain,[],[],True,Không có liên kết mạng xã hội,
0316206222,marketplace_links,abstain,[],[],True,Không có thông tin về gian hàng sàn,
0316206222,website_language,agree,unknown,,False,unknown_compatible,
0318193000,has_product_catalog,abstain,True,,True,tier2_null_value,
0318193000,has_order_cart,abstain,True,,True,tier2_null_value,
0318193000,payment_methods,conflict,['cod'],[],False,presence_mismatch,
0318193000,social_links,conflict,"[{'platform': 'facebook', 'url': 'https://www.facebook.com/profile.php?id=100085464225868'}]",[],False,presence_mismatch,
0318193000,marketplace_links,abstain,[],[],True,Không có thông tin về gian hàng trên sàn thương mại điện tử.,
0318193000,website_language,agree,vi,,False,unknown_compatible,
0319541807,has_product_catalog,abstain,True,,True,Trang không có danh mục sản phẩm mà chỉ là trang bán tên miền.,
0319541807,has_order_cart,abstain,True,,True,tier2_null_value,
0319541807,payment_methods,agree,[],[],False,,
0319541807,social_links,abstain,[],[],True,Không có liên kết mạng xã hội trong văn bản.,
0319541807,marketplace_links,abstain,[],[],True,Không có liên kết đến gian hàng sàn.,
0319541807,website_language,agree,en,,False,unknown_compatible,
0319606525,has_product_catalog,abstain,False,,True,Không có danh mục sản phẩm hoặc danh sách sản phẩm.,
0319606525,has_order_cart,abstain,False,,True,"Không có thông tin về giỏ hàng, đặt hàng, checkout, hoặc mua ngay trên website.",
0319606525,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
0319606525,social_links,abstain,"[{'platform': 'linkedin', 'url': 'https://www.linkedin.com/in/nthung2112/'}, {'platform': 'x', 'url': 'https://x.com/nthung2112'}]",[],True,Không có liên kết mạng xã hội.,
0319606525,marketplace_links,abstain,[],[],True,Không có liên kết gian hàng trên sàn.,
0319606525,website_language,agree,mixed,,False,unknown_compatible,
0401903802,has_product_catalog,abstain,False,,True,empty_page_text,
0401903802,has_order_cart,abstain,False,,True,empty_page_text,
0401903802,payment_methods,abstain,[],[],True,empty_page_text,
0401903802,social_links,abstain,[],[],True,empty_page_text,
0401903802,marketplace_links,abstain,[],[],True,empty_page_text,
0401903802,website_language,abstain,unknown,,True,empty_page_text,
0500414601,has_product_catalog,abstain,True,,True,tier2_null_value,
0500414601,has_order_cart,abstain,False,,True,"Không có thông tin về giỏ hàng, đặt hàng, checkout hoặc mua ngay trên trang.",
0500414601,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
0500414601,social_links,abstain,"[{'platform': 'facebook', 'url': 'https://www.facebook.com/andinagency'}, {'platform': 'linkedin', 'url': 'https://www.linkedin.com/in/andin-jsc/'}, {'platform': 'facebook', 'url': 'https://www.facebook.com/'}, {'platform': 'linkedin', 'url': 'https://www.linkedin.com/'}, {'platform': 'instagram', 'url': 'https://www.instagram.com/'}, {'platform': 'facebook', 'url': 'https://www.facebook.com/andinjsc.thietkewebsitetrongoi'}]",[],True,Không có liên kết mạng xã hội trong nội dung.,
0500414601,marketplace_links,abstain,[],[],True,Không có liên kết đến các sàn thương mại điện tử.,
0500414601,website_language,agree,vi,,False,unknown_compatible,
0601171842,has_product_catalog,abstain,True,,True,Không có thông tin về danh mục sản phẩm.,
0601171842,has_order_cart,abstain,True,,True,Không có thông tin về giỏ hàng hoặc đặt hàng.,
0601171842,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
0601171842,social_links,abstain,[],[],True,Không có liên kết mạng xã hội.,
0601171842,marketplace_links,abstain,[],[],True,Không có thông tin về gian hàng trên sàn.,
0601171842,website_language,agree,vi,,False,unknown_compatible,
0801138923,has_product_catalog,abstain,False,,True,Không có thông tin về danh mục sản phẩm,
0801138923,has_order_cart,abstain,False,,True,Không có thông tin về giỏ hàng hoặc đặt hàng,
0801138923,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán,
0801138923,social_links,abstain,[],[],True,Không có liên kết mạng xã hội,
0801138923,marketplace_links,abstain,[],[],True,Không có liên kết gian hàng sàn,
0801138923,website_language,agree,en,,False,unknown_compatible,
0900936095,*,skip,,,True,fetch_failed_or_no_tier1,
1001278377-002,*,skip,,,True,fetch_failed_or_no_tier1,
1100618948-003,*,skip,,,True,fetch_failed_or_no_tier1,
1101797552-001,has_product_catalog,abstain,True,,True,tier2_null_value,
1101797552-001,has_order_cart,abstain,True,,True,tier2_null_value,
1101797552-001,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
1101797552-001,social_links,abstain,"[{'platform': 'facebook', 'url': 'https://www.facebook.com/mybinhcompany'}, {'platform': 'youtube', 'url': 'https://www.youtube.com/channel/UCub0VFVR7tGYuZJ0oxK1mnA'}, {'platform': 'linkedin', 'url': 'https://www.linkedin.com/in/camryn-ho-479756186/'}, {'platform': 'zalo', 'url': 'https://zalo.me/0911383533'}]",[],True,Không có liên kết mạng xã hội trong văn bản.,
1101797552-001,marketplace_links,abstain,[],[],True,Không có liên kết đến gian hàng trên sàn thương mại điện tử.,
1101797552-001,website_language,agree,vi,,False,unknown_compatible,
1101827447,has_product_catalog,abstain,False,,True,Không có bằng chứng về danh mục sản phẩm trên trang.,
1101827447,has_order_cart,abstain,False,,True,Không có bằng chứng về giỏ hàng hoặc checkout trên trang.,
1101827447,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
1101827447,social_links,abstain,[],[],True,Không có liên kết mạng xã hội.,
1101827447,marketplace_links,abstain,[],[],True,Không có liên kết đến gian hàng sàn.,
1101827447,website_language,agree,vi,,False,unknown_compatible,
1101944221,*,skip,,,True,fetch_failed_or_no_tier1,
1201006412,has_product_catalog,abstain,True,,True,tier2_null_value,
1201006412,has_order_cart,abstain,False,,True,"Không có thông tin về giỏ hàng, đặt hàng, checkout hoặc mua ngay trên trang web.",
1201006412,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
1201006412,social_links,abstain,"[{'platform': 'facebook', 'url': 'https://www.facebook.com/www.hoanganh.com.vn/'}, {'platform': 'youtube', 'url': 'https://www.youtube.com/channel/UCwI4Gx3S2ZXJAvvsfqCPOwg'}, {'platform': 'linkedin', 'url': 'https://www.linkedin.com/company/ho%C3%A0ng-anh-flavors-&-food-ingredients/'}]",[],True,Không có liên kết MXH trong văn bản.,
1201006412,marketplace_links,abstain,[],[],True,Không có thông tin về gian hàng trên sàn.,
1201006412,website_language,agree,vi,,False,unknown_compatible,
1301009826,has_product_catalog,abstain,False,,True,empty_page_text,
1301009826,has_order_cart,abstain,False,,True,empty_page_text,
1301009826,payment_methods,abstain,[],[],True,empty_page_text,
1301009826,social_links,abstain,[],[],True,empty_page_text,
1301009826,marketplace_links,abstain,[],[],True,empty_page_text,
1301009826,website_language,abstain,unknown,,True,empty_page_text,
1700557567,has_product_catalog,abstain,True,,True,tier2_null_value,
1700557567,has_order_cart,abstain,True,,True,tier2_null_value,
1700557567,payment_methods,conflict,['cod'],[],False,presence_mismatch,
1700557567,social_links,agree,[],[],False,,
1700557567,marketplace_links,abstain,[],[],True,Không có liên kết đến sàn thương mại điện tử nào.,
1700557567,website_language,agree,vi,,False,unknown_compatible,
1702036506,has_product_catalog,abstain,True,,True,tier2_null_value,
1702036506,has_order_cart,abstain,True,,True,tier2_null_value,
1702036506,payment_methods,abstain,['cod'],[],True,Không có thông tin về phương thức thanh toán.,
1702036506,social_links,agree,[],[],False,,
1702036506,marketplace_links,abstain,[],[],True,Không có liên kết đến sàn thương mại điện tử.,
1702036506,website_language,agree,vi,,False,unknown_compatible,
1702099658,has_product_catalog,abstain,True,,True,tier2_null_value,
1702099658,has_order_cart,abstain,True,,True,tier2_null_value,
1702099658,payment_methods,agree,[],[],False,,
1702099658,social_links,abstain,[],[],True,Không có liên kết mạng xã hội trong văn bản.,
1702099658,marketplace_links,abstain,[],[],True,Không có thông tin về gian hàng trên sàn thương mại điện tử.,
1702099658,website_language,agree,vi,,False,unknown_compatible,
1801168888,*,skip,,,True,fetch_failed_or_no_tier1,
1801488750,has_product_catalog,abstain,False,,True,tier2_null_value,
1801488750,has_order_cart,abstain,False,,True,"Không có thông tin về giỏ hàng, đặt hàng, hoặc checkout trên trang.",
1801488750,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
1801488750,social_links,abstain,[],[],True,Không có liên kết mạng xã hội.,
1801488750,marketplace_links,abstain,[],[],True,Không có liên kết đến gian hàng sàn.,
1801488750,website_language,agree,vi,,False,unknown_compatible,
2200510900,has_product_catalog,abstain,False,,True,empty_page_text,
2200510900,has_order_cart,abstain,False,,True,empty_page_text,
2200510900,payment_methods,abstain,[],[],True,empty_page_text,
2200510900,social_links,abstain,[],[],True,empty_page_text,
2200510900,marketplace_links,abstain,[],[],True,empty_page_text,
2200510900,website_language,abstain,unknown,,True,empty_page_text,
0102997947,*,skip,,,True,fetch_failed_or_no_tier1,
0105252117,*,skip,,,True,fetch_failed_or_no_tier1,
0105494187,has_product_catalog,abstain,False,,True,tier2_null_value,
0105494187,has_order_cart,abstain,False,,True,"Không có thông tin về giỏ hàng, đặt hàng, hoặc checkout trên trang.",
0105494187,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
0105494187,social_links,abstain,[],[],True,Không có liên kết mạng xã hội.,
0105494187,marketplace_links,abstain,[],[],True,Không có liên kết đến gian hàng sàn.,
0105494187,website_language,agree,vi,,False,unknown_compatible,
0106459280,has_product_catalog,abstain,True,,True,tier2_null_value,
0106459280,has_order_cart,abstain,True,,True,tier2_null_value,
0106459280,payment_methods,agree,[],[],False,,
0106459280,social_links,abstain,"[{'platform': 'facebook', 'url': 'https://www.facebook.com/Web.Kimlong.vn/'}, {'platform': 'x', 'url': 'https://twitter.com/'}, {'platform': 'youtube', 'url': 'https://www.youtube.com/channel/UCiEZ8rizQZOjQqToZaajf5A/videos'}, {'platform': 'instagram', 'url': 'https://www.instagram.com/'}, {'platform': 'zalo', 'url': 'http://zalo.me/0907 550 179'}, {'platform': 'facebook', 'url': 'https://www.facebook.com/Web.Kimlong.vn'}, {'platform': 'zalo', 'url': 'https://zalo.me/0907550179'}]",[],True,Không có liên kết mạng xã hội trong văn bản.,
0106459280,marketplace_links,abstain,[],[],True,Không có thông tin về gian hàng trên sàn thương mại điện tử.,
0106459280,website_language,agree,vi,,False,unknown_compatible,
0106511406,*,skip,,,True,fetch_failed_or_no_tier1,
0106667354,*,skip,,,True,fetch_failed_or_no_tier1,
0106908257,has_product_catalog,abstain,False,,True,tier2_null_value,
0106908257,has_order_cart,abstain,False,,True,"Không có thông tin về giỏ hàng, đặt hàng hoặc checkout trên trang.",
0106908257,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
0106908257,social_links,abstain,[],[],True,Không có liên kết mạng xã hội.,
0106908257,marketplace_links,abstain,[],[],True,Không có liên kết đến gian hàng sàn.,
0106908257,website_language,agree,vi,,False,unknown_compatible,
0106939946,has_product_catalog,abstain,False,,True,"Trang đang hiển thị thông báo tài khoản bị tạm dừng, không có nội dung sản phẩm.",
0106939946,has_order_cart,abstain,False,,True,Không có thông tin về giỏ hàng hoặc đặt hàng trên trang.,
0106939946,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
0106939946,social_links,abstain,[],[],True,Không có liên kết mạng xã hội.,
0106939946,marketplace_links,abstain,[],[],True,Không có liên kết gian hàng sàn.,
0106939946,website_language,agree,en,,False,unknown_compatible,
0107600881,has_product_catalog,abstain,True,,True,Không có thông tin về danh mục sản phẩm.,
0107600881,has_order_cart,abstain,True,,True,Không có thông tin về giỏ hàng hoặc đặt hàng.,
0107600881,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
0107600881,social_links,abstain,[],[],True,Không có liên kết mạng xã hội.,
0107600881,marketplace_links,abstain,[],[],True,Không có liên kết gian hàng sàn.,
0107600881,website_language,agree,en,,False,unknown_compatible,
0107691977,*,skip,,,True,fetch_failed_or_no_tier1,
0107752475,has_product_catalog,abstain,True,,True,tier2_null_value,
0107752475,has_order_cart,abstain,True,,True,tier2_null_value,
0107752475,payment_methods,agree,[],[],False,,
0107752475,social_links,agree,[],[],False,,
0107752475,marketplace_links,agree,[],[],False,,
0107752475,website_language,agree,vi,,False,unknown_compatible,
0108501682,has_product_catalog,abstain,True,,True,tier2_null_value,
0108501682,has_order_cart,abstain,True,,True,tier2_null_value,
0108501682,payment_methods,agree,[],[],False,,
0108501682,social_links,conflict,"[{'platform': 'facebook', 'url': 'https://www.facebook.com/hungphat.giangiaocoppha'}, {'platform': 'youtube', 'url': 'https://www.youtube.com/HungPhattv'}]",[],False,presence_mismatch,
0108501682,marketplace_links,agree,[],[],False,,
0108501682,website_language,agree,vi,,False,unknown_compatible,
0108506747,has_product_catalog,abstain,False,,True,Không có thông tin về danh mục sản phẩm,
0108506747,has_order_cart,abstain,False,,True,Không có thông tin về giỏ hàng hoặc đặt hàng,
0108506747,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán,
0108506747,social_links,abstain,[],[],True,Không có liên kết mạng xã hội,
0108506747,marketplace_links,abstain,[],[],True,Không có thông tin về gian hàng sàn,
0108506747,website_language,agree,en,,False,unknown_compatible,
0108694240,*,skip,,,True,fetch_failed_or_no_tier1,
0110454750,has_product_catalog,abstain,True,,True,tier2_null_value,
0110454750,has_order_cart,abstain,True,,True,tier2_null_value,
0110454750,payment_methods,agree,[],[],False,,
0110454750,social_links,conflict,"[{'platform': 'facebook', 'url': 'https://www.facebook.com/sharer.php?u=https://dinhvu.com.vn/'}, {'platform': 'x', 'url': 'https://twitter.com/share?url=https://dinhvu.com.vn/'}, {'platform': 'linkedin', 'url': 'https://www.linkedin.com/shareArticle?mini=true&url=https://dinhvu.com.vn/&title=Trang%20ch%E1%BB%A7'}, {'platform': 'zalo', 'url': 'http://zalo.me/0918649669'}]",[],False,presence_mismatch,
0110454750,marketplace_links,agree,[],[],False,,
0110454750,website_language,agree,vi,,False,unknown_compatible,
0200835599,*,skip,,,True,fetch_failed_or_no_tier1,
0200835599-001,has_product_catalog,abstain,False,,True,Không có thông tin về danh mục sản phẩm,
0200835599-001,has_order_cart,abstain,False,,True,Không có thông tin về giỏ hàng hoặc đặt hàng,
0200835599-001,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán,
0200835599-001,social_links,abstain,[],[],True,Không có liên kết mạng xã hội,
0200835599-001,marketplace_links,abstain,[],[],True,Không có thông tin về gian hàng sàn,
0200835599-001,website_language,agree,en,,False,unknown_compatible,
0201133137,has_product_catalog,abstain,False,,True,Trang web hiện không hoạt động,
0201133137,has_order_cart,abstain,False,,True,Trang web hiện không hoạt động,
0201133137,payment_methods,abstain,[],[],True,Trang web hiện không hoạt động,
0201133137,social_links,abstain,[],[],True,Trang web hiện không hoạt động,
0201133137,marketplace_links,abstain,[],[],True,Trang web hiện không hoạt động,
0201133137,website_language,agree,vi,,False,unknown_compatible,
0309875328-001,*,skip,,,True,fetch_failed_or_no_tier1,
0310188640,has_product_catalog,abstain,True,,True,Không có bằng chứng về danh mục sản phẩm.,
0310188640,has_order_cart,abstain,True,,True,Không có bằng chứng về giỏ hàng hoặc checkout.,
0310188640,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
0310188640,social_links,conflict,"[{'platform': 'facebook', 'url': 'https://www.facebook.com/hoangthangvibay'}, {'platform': 'instagram', 'url': 'https://www.instagram.com/hoangthang59'}, {'platform': 'youtube', 'url': 'https://www.youtube.com/@hoangthangvibay'}, {'platform': 'youtube', 'url': 'https://www.youtube.com/watch?v=0lgIf0RmPGk&t=64s'}]",[],False,presence_mismatch,
0310188640,marketplace_links,abstain,[],[],True,Không có bằng chứng về gian hàng trên sàn.,
0310188640,website_language,agree,vi,,False,unknown_compatible,
0310258834-001,*,skip,,,True,fetch_failed_or_no_tier1,
0311589797-002,*,skip,,,True,fetch_failed_or_no_tier1,
0311696460,*,skip,,,True,fetch_failed_or_no_tier1,
0311877065,has_product_catalog,abstain,True,,True,tier2_null_value,
0311877065,has_order_cart,abstain,True,,True,tier2_null_value,
0311877065,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
0311877065,social_links,conflict,"[{'platform': 'zalo', 'url': 'https://zalo.me/0964079944'}]",[],False,presence_mismatch,
0311877065,marketplace_links,abstain,[],[],True,Không có liên kết đến các sàn thương mại điện tử.,
0311877065,website_language,agree,vi,,False,unknown_compatible,
0311961327,has_product_catalog,agree,True,True,False,,
0311961327,has_order_cart,abstain,True,,True,"Không thấy thông tin về giỏ hàng, đặt hàng, checkout, hoặc mua ngay trên website.",
0311961327,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
0311961327,social_links,abstain,"[{'platform': 'facebook', 'url': 'https://www.facebook.com/VLXD-S%E1%BA%AFt-th%C3%A9p-H%C3%B9ng-C%C6%B0%E1%BB%9Dng-1479141895523396/'}, {'platform': 'zalo', 'url': 'http://business.zalo.me/'}]",[],True,Không thấy liên kết mạng xã hội.,
0311961327,marketplace_links,abstain,[],[],True,Không thấy liên kết đến gian hàng trên sàn.,
0311961327,website_language,agree,vi,vi,False,,
0311961327-001,has_product_catalog,agree,True,True,False,,
0311961327-001,has_order_cart,abstain,True,,True,"Không thấy thông tin về giỏ hàng, đặt hàng, checkout, hoặc mua ngay trên website.",
0311961327-001,payment_methods,abstain,[],[],True,Không có thông tin về phương thức thanh toán.,
